latitude,longitude,area_in_meters,confidence,full_plus_code,zone_id
-33.40938033,-70.55689056,82.6606,0.7815,47RFHCRV+66XP,Z2
-33.40708567,-70.56248764,217.9212,0.8022,47RFHCVQ+526F,Z2
-33.3922598,-70.56647724,7.8187,0.6753,47RFJC5M+3CRP,Z2
-33.41086607,-70.57144176,513.9206,0.8525,47RFHCQH+MC39,Z2
-33.39410268,-70.55246882,100.8946,0.8554,47RFJC4X+922X,Z2
-33.40386717,-70.5558053,268.2819,0.8677,47RFHCWV+FM46,Z2
-33.4124293,-70.55041639,86.7045,0.8493,47RFHCQX+2RGW,Z2
-33.4144041,-70.58654414,33.2528,0.6683,47RFHCP7+69PW,Z2
-33.39420934,-70.57662357,442.7592,0.7714,47RFJC4F+896J,Z2
-33.39198288,-70.56611071,22.5515,0.7145,47RFJC5M+6H2M,Z2
-33.39242324,-70.57621364,117.5358,0.7752,47RFJC5F+2GM2,Z2
-33.41979568,-70.57351078,312.2362,0.7245,47RFHCJG+3HQ4,Z2
-33.39484332,-70.58745189,36.9708,0.7286,47RFJC47+3278,Z2
-33.39373311,-70.59531464,186.4229,0.8053,47RFJC43+GV3Q,Z2
-33.41094901,-70.55405776,167.5496,0.8491,47RFHCQW+J9G2,Z2
